company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city
RedSpider Web & Art Design | Web Design Dubai UAE,Website designer,https://www.redspider.ae/,info@redspider.ae,info@redspider.ae,,,+971 55 551 5475,"Sofitel, Burj Gate Tower - 1002 - Sheikh Zayed Rd - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates",https://www.linkedin.com/company/red-spider-web-&-art-design,https://www.facebook.com/RedSpiderWebandArtDesign/,https://www.instagram.com/redspiderwebartdesign/,4.9,120,10 - 100,$50-$99/hr,"$10,000 - $50,000",web development agencies in Dubai,https://www.google.com/maps/place/RedSpider+Web+%26+Art+Design+%7C+Web+Design+Dubai+UAE/data=!4m7!3m6!1s0x3e5f4349e79cb449:0xbe1560c25b3c0234!8m2!3d25.2003171!4d55.2695243!16s%2Fg%2F11bbwqg66l!19sChIJSbSc50lDXz4RNAI8W8JgFb4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T10:16:00.850Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,55,mid,false,0.7999999999999999,rules,middle-east,uae,dubai
Apptunix Abu Dhabi - AI Mobile App Development Company in UAE,Software company,https://www.apptunix.com/mobile-app-development-company-abu-dhabi/,sales@apptunix.com,sales@apptunix.com,Meshari ALMaqhawi,Founder & CEO - Logibids,+971 50 782 1690,Al Sila Tower - Abu Dhabi Global Market - First St - Al Maryah Island - Abu Dhabi Global Market Square - Abu Dhabi - United Arab Emirates,https://www.linkedin.com/company/apptunixus/,https://www.facebook.com/Apptunixappdevelopment,https://www.instagram.com/apptunixus/,5.0,5,200 - 250,$25-$49/hr,"$2,000 - $5,000",software development companies in Abu Dhabi,https://www.google.com/maps/place/Apptunix+Abu+Dhabi+-+AI+Mobile+App+Development+Company+in+UAE/data=!4m7!3m6!1s0x3e5e676caab1e3ef:0xc31901bd850411bf!8m2!3d24.5004574!4d54.3884632!16s%2Fg%2F11yrwwj2dq!19sChIJ7-OxqmxnXj4RvxEEhb0BGcM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T10:23:39.050Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,mobile-apps,mobile-apps; ai-ml,ai-ml,225,mid,false,0.7999999999999999,rules,middle-east,uae,abu-dhabi
Aryan InfoTech Computer Equipment Est.,Computer support and services,http://www.aryaninfotech.com/,sales@aryaninfotech.com,sales@aryaninfotech.com; support@aryaninfotech.com,,,+965 2247 9479,"Mubark Al Kabeer Tower، Mubarak Al Kabeer Street، AL Hotti Building, 1st floor, Office No. 3، 49 Mubarak Al Kabeer St, Kuwait City 25747, Kuwait",https://www.linkedin.com/in/kathy-de-juan-bb8661109,https://www.facebook.com/aryaninfotechkw,https://www.instagram.com/aryaninfotech/,4.8,162,,,,software companies in Kuwait City,https://www.google.com/maps/place/Aryan+InfoTech+Computer+Equipment+Est./data=!4m7!3m6!1s0x3fcf84eb893292b1:0xc72c1f3600cd6155!8m2!3d29.3753716!4d47.9781579!16s%2Fg%2F12vqwkt9g!19sChIJsZIyieuEzz8RVWHNADYfLMc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T10:47:02.273Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; cloud-devops; professional-services,cloud-devops; professional-services,,,false,0.4,web,middle-east,kuwait,
Teal,Computer support and services,https://tealtech.com/?utm_campaign=40531291-gbp&utm_source=gbp&utm_medium=dc,support@tealtech.com,support@tealtech.com; info@tealtech.com,,,+1 833-367-8325,"1520 Belle View Blvd Ste 250, Alexandria, VA 22307, United States",https://www.linkedin.com/company/TealMSP,https://www.facebook.com/TealMSP,,5.0,34,10 - 49,$150 - $199 / hr,"$1,000+",tech companies in Alexandria,https://www.google.com/maps/place/Teal/data=!4m7!3m6!1s0x89b7b1d280512c23:0x2b62c3c992ed108e!8m2!3d38.7760088!4d-77.0594744!16s%2Fg%2F1ts1t3b1!19sChIJIyxRgNKxt4kRjhDtksnDYis?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T11:07:09.489Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,cybersecurity,cybersecurity; finance-insurance,finance-insurance,30,mid,false,0.5,web,middle-east,egypt,alexandria
Krify,Software company,https://krify.co/?utm_source=Google_MyBusiness_Bnglr,info@krify.co,info@krify.co,,,+91 80 4150 8001,"303, Sanjana Sovereign Apt 90/98, 8th Main, 38th B Cross Rd, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.linkedin.com/company/krify,https://www.facebook.com/krify,https://www.instagram.com/krifysoftware/,4.9,111,51 to 250,Up to $25,Less than - $5000,IT companies in Bangalore,https://www.google.com/maps/place/Krify/data=!4m7!3m6!1s0x3bae15ed5cef5049:0x6cf9ac4ea624d506!8m2!3d12.9426634!4d77.5829903!16s%2Fg%2F1tghn0_t!19sChIJSVDvXO0VrjsRBtUkpk6s-Ww?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T11:30:51.065Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,151,mid,false,0,rules,south-asia,india,bangalore
IT Block Singapore,Computer support and services,https://www.itblock.sg/,hello@itblock.sg,hello@itblock.sg,,,+65 6972 9314,"49 Joo Chiat Ln, Singapore 428106",https://www.linkedin.com/company/it-block-pte-ltd,https://www.facebook.com/itspaceblock/,https://www.instagram.com/itblocksg/,5.0,157,10 - 49,$300+ / hr,"$10,000+",IT companies in Singapore,https://www.google.com/maps/place/IT+Block+Singapore/data=!4m7!3m6!1s0x31da19651f2eb087:0x927bfd9b3f278f0a!8m2!3d1.3127815!4d103.9036443!16s%2Fg%2F11gm8d0cwm!19sChIJh7AuH2UZ2jERCo8nP5v9e5I?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T11:51:03.630Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,30,mid,false,0,rules,southeast-asia,singapore,
"Lizard Global | Kuala Lumpur, Malaysia.",Software company,https://www.lizard.global/,hello@lizard.global,hello@lizard.global; markus@lizard.global; jeremy@lizard.global,Anthonie Wurth,CEO of My New Behavior,+60 18-356 5702,"Wisma E&C, 2, Lorong Dungun Kiri, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.linkedin.com/company/lizardglobal/,https://www.facebook.com/LizardGlobal/,https://www.instagram.com/lizard.global/,4.9,26,50 - 100,$50-$99/hr,"$10,000 - $50,000",software companies in Kuala Lumpur,"https://www.google.com/maps/place/Lizard+Global+%7C+Kuala+Lumpur,+Malaysia./data=!4m7!3m6!1s0x31cc49437dbfa7a9:0x1c35c06c5d05923f!8m2!3d3.1520485!4d101.6649391!16s%2Fg%2F11gtz04wp9!19sChIJqae_fUNJzDERP5IFXWzANRw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,77,A,2026-08-26T11:56:45.346Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,75,mid,false,0,rules,southeast-asia,malaysia,kuala-lumpur
"360DigiTMG - Data Science, IR 4.0, AI, Machine Learning Training in Malaysia",Training center,https://360digitmg.com/?utm_source=GMB_listing&utm_medium=organic&utm_campaign=malaysia,info@360digitmg.com,info@360digitmg.com; contact@360digitmg.com,,,+60 19-383 1378,"Level 16, 1 Sentral, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",https://www.linkedin.com/company/360digitmgmalaysia,https://www.facebook.com/360Digitmg.Malaysia/,https://www.instagram.com/360digitmg.malaysia/,4.6,789,,,,IT companies in Kuala Lumpur,"https://www.google.com/maps/place/360DigiTMG+-+Data+Science,+IR+4.0,+AI,+Machine+Learning+Training+in+Malaysia/data=!4m7!3m6!1s0x31cc49ad7e6e258b:0x86859669fd5fc26!8m2!3d3.1314389!4d101.6833556!16s%2Fg%2F11gkyw0pzt!19sChIJiyVufq1JzDERJvzVn2ZZaAg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,77,A,2026-08-26T11:58:34.904Z,,,data-analytics-bi,data-analytics-bi; ai-ml; education-training,ai-ml; education-training,,,false,0.7,rules,southeast-asia,malaysia,kuala-lumpur
Vivasoft Limited,Software company,https://vivasoftltd.com/?utm_source=google&utm_medium=organic&utm_campaign=GBP,contact@vivasoftltd.com,contact@vivasoftltd.com,,,+880 1329-716158,"11, 16 & 19th Floor, 28, 30, Ahmed Tower, Kemal Ataturk Ave, Dhaka 1213, Bangladesh",https://www.linkedin.com/company/vivasoftltd/,https://www.facebook.com/vivasoftltd,,4.8,169,"250 - 1,000",$25-$49/hr,"$10,000 - $100,000",tech startups in Dhaka,https://www.google.com/maps/place/Vivasoft+Limited/data=!4m7!3m6!1s0x3755c14a4786893f:0x44b1abfd9c303bd1!8m2!3d23.7937369!4d90.4048144!16s%2Fg%2F11gbxcr6xf!19sChIJP4mGR0rBVTcR0TswnP2rsUQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T12:19:18.426Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,625,large,false,0,rules,south-asia,bangladesh,dhaka
Spiral Scout – AI Implementation & Workflow Automation,Software company,https://spiralscout.com/?utm=gmb,team@spiralscout.com,team@spiralscout.com,Mike M.,"Intelli.Build, Co-Founder",+1 415-903-0235,"460 31st Ave, San Francisco, CA 94121, United States",https://www.linkedin.com/company/spiral-scout,https://www.facebook.com/SpiralScout/,,4.7,12,50 - 249,$50 - $99 / hr,"$10,000+",software companies in San Francisco,https://www.google.com/maps/place/Spiral+Scout+%E2%80%93+AI+Implementation+%26+Workflow+Automation/data=!4m7!3m6!1s0x808580c2ace112e3:0x1a12d2c6b9ef6647!8m2!3d37.780632!4d-122.491025!16s%2Fg%2F11bwkkf81x!19sChIJ4xLhrMKAhYARR2bvucbSEho?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T12:37:29.459Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,150,mid,false,0.7,rules,north-america,usa,san-francisco
"Kodexo Labs San Francisco - AI, Custom Software and Mobile App Development Company San Francisco",Software company,https://kodexolabs.com/locations/san-francisco-ca/mobile-app-development/,contact@kodexolabs.com,contact@kodexolabs.com; marketing@kodexolabs.com,Hammad Siraj,Co-Founder & CEO,+1 415-498-1329,"535 Mission St 14th floor, San Francisco, CA 94105, United States",https://www.linkedin.com/company/kodexolabs/,https://www.facebook.com/kodexolabs,,5.0,1,50 - 249,$25-$49/hr,"$10,000+",SaaS companies in San Francisco,"https://www.google.com/maps/place/Kodexo+Labs+San+Francisco+-+AI,+Custom+Software+and+Mobile+App+Development+Company+San+Francisco/data=!4m7!3m6!1s0x808581b6131bcf7b:0x100013637d82c130!8m2!3d37.788891!4d-122.3981!16s%2Fg%2F11ygn4rg0r!19sChIJe88bE7aBhYARMMGCfWMTABA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,77,A,2026-08-26T12:42:58.874Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,mobile-apps,mobile-apps; ai-ml,ai-ml,150,mid,false,0.7999999999999999,rules,north-america,usa,san-francisco
Mobcoder | Top AI Development Company in Seattle,Software company,https://mobcoder.com/,sales@mobcoder.com,sales@mobcoder.com,Ashutosh Singh,CEO,+1 206-295-9310,"11245 35th Ave S SW, Seattle, WA 98146, United States",https://www.linkedin.com/company/mobcoder-llc,https://www.facebook.com/mobcoderinc,https://www.instagram.com/mobcoderinc/,4.9,11,200 - 500,$50-$99/hr,"$10,000+",software companies in Seattle,https://www.google.com/maps/place/Mobcoder+%7C+Top+AI+Development+Company+in+Seattle/data=!4m7!3m6!1s0x54906b4eec09200d:0xe7731b26e5ae88a5!8m2!3d47.5014967!4d-122.3764811!16s%2Fg%2F11h2nfxgq6!19sChIJDSAJ7E5rkFQRpYiu5SYbc-c?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T12:50:14.400Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,350,large,false,0.7,rules,north-america,usa,seattle
CyberStreams | Managed IT Services and Outsourced IT Support Company in Seattle,Computer support and services,https://cyberstreams.com/seattle-it-support?utm_source=gbp&utm_medium=gbp&utm_campaign=gbp_organic&utm_location=seattle,sales@cyberstreams.com,sales@cyberstreams.com; help@cyberstreams.com; marketing@cyberstreams.com,Jenny Kordell,Director of Revenue,+1 206-385-1806,"951 Industry Dr, Seattle, WA 98188, United States",https://www.linkedin.com/company/cyberstreams,https://www.facebook.com/CyberStreams/,https://www.instagram.com/cyberstreamsit/,4.9,147,,,,software companies in Seattle,https://www.google.com/maps/place/CyberStreams+%7C+Managed+IT+Services+and+Outsourced+IT+Support+Company+in+Seattle/data=!4m7!3m6!1s0x54906e9c15df2435:0x14abb0518359f06d!8m2!3d47.4494253!4d-122.2491111!16s%2Fg%2F1thggr1f!19sChIJNSTfFZxukFQRbfBZg1GwqxQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T12:50:14.400Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,north-america,usa,seattle
Hashbyt,Software company,https://hashbyt.com/,hello@hashbyt.com,hello@hashbyt.com; info@hashbyt.com,Parth G,Founder & CEO,+44 7542 714157,"universal square, Devonshire St N, Manchester M12 6JH, United Kingdom",https://linkedin.com/company/hashbyt/,https://www.facebook.com/p/Hashbyt-61552550586483/,https://www.instagram.com/hashbyt/,5.0,22,20 - 50,N/A,"$5,000+",software development companies in Manchester,https://www.google.com/maps/place/Hashbyt/data=!4m7!3m6!1s0x487bb37d655f42c7:0xdabcd66bde53b076!8m2!3d53.4710434!4d-2.2148783!16s%2Fg%2F11vkrn7pwy!19sChIJx0JfZX2ze0gRdrBT3mvWvNo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T13:05:02.478Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,35,mid,false,0,rules,europe,uk,manchester
𝐒𝐄𝐎 𝐓𝐞𝐜𝐡 𝐄𝐱𝐩𝐞𝐫𝐭𝐬‎ LLC,Marketing agency,https://www.seotechexperts.ae/?utm_campaign=gmb,hello@seotechexperts.ae,hello@seotechexperts.ae,,,+971 52 828 6005,SEO Tech Experts Dubai Head Office 106 Bay Square 11 - Business Bay - Dubai - United Arab Emirates,https://www.linkedin.com/company/seo-tech-experts-dubai/,https://www.facebook.com/SEOTechExpertsDubai,https://www.instagram.com/seotechexperts.dubai/,5.0,169,50 - 249,$50 - $99 / hr,"$1,000+",SEO agencies in Dubai,https://www.google.com/maps/place/%F0%9D%90%92%F0%9D%90%84%F0%9D%90%8E+%F0%9D%90%93%F0%9D%90%9E%F0%9D%90%9C%F0%9D%90%A1+%F0%9D%90%84%F0%9D%90%B1%F0%9D%90%A9%F0%9D%90%9E%F0%9D%90%AB%F0%9D%90%AD%F0%9D%90%AC%E2%80%8E+LLC/data=!4m7!3m6!1s0x3e5f67b31525f393:0x60a3111169288f74!8m2!3d25.1853463!4d55.2799693!16s%2Fg%2F11l2nfck37!19sChIJk_MlFbNnXz4RdI8oaRERo2A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T13:27:01.784Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,150,mid,false,0.7,rules,middle-east,uae,dubai
Mathew Digital Marketing Agency Bangalore,Internet marketing service,https://www.mathewdigital.com/,hello@mathewdigital.com,hello@mathewdigital.com; info@mathewdigital.com; matdigital3.0@gmail.com,Subham Sharma,Founder - DenzongFilms,+91 90198 88640,"3rd Floor, Hustlehub Tech Park, 36/5, Somasundarapalya Main Rd, adjacent 27th Main Road, PWD Quarters, Haralukunte Village, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.linkedin.com/in/mathewdigital/,,https://www.instagram.com/mathew.digital/,4.8,155,,,,digital marketing agencies in Bangalore,https://www.google.com/maps/place/Mathew+Digital+Marketing+Agency+Bangalore/data=!4m7!3m6!1s0x3bae15b2f4c28869:0x6ca6bbfff3aec8d4!8m2!3d12.9012626!4d77.6511682!16s%2Fg%2F11q9s0yxw6!19sChIJaYjC9LIVrjsR1Miu8_-7pmw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T13:36:42.582Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,south-asia,india,bangalore
Pearl Lemon,Internet marketing service,https://pearllemon.com/,info@pearllemongroup.com,info@pearllemongroup.com; me@deepakshukla.com,Edward Langford,"Managing Director, Langford Business Finance",+44 20 7183 3436,"Kemp House, 152 - 160 City Rd, London EC1V 2NX, United Kingdom",https://www.linkedin.com/company/pearl-lemon-company/,https://www.facebook.com/pearllemonmarketing/,https://www.instagram.com/pearllemongroup/,4.8,156,,,,digital marketing agencies in London,https://www.google.com/maps/place/Pearl+Lemon/data=!4m7!3m6!1s0x487604cfb336698f:0xa2f0c34a77caff33!8m2!3d51.5273851!4d-0.0891169!16s%2Fg%2F11cs3zlrvr!19sChIJj2k2s88EdkgRM__Kd0rD8KI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T13:38:33.715Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,europe,uk,london
AdVisible,Internet marketing service,https://advisible.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb,welcome@advisible.com.au,welcome@advisible.com.au; hello@advisible.com.au,Andrew Hou,CEO & Co-Founder,+61 1300 812 447,"Ste 302, Level 3/120 Sussex St, Sydney NSW 2000, Australia",https://www.linkedin.com/company/advisible-pty-ltd-,https://www.facebook.com/advisible,https://www.instagram.com/p/DRaiBYtDyhq/,4.9,118,,,,digital marketing agencies in Sydney,https://www.google.com/maps/place/AdVisible/data=!4m7!3m6!1s0x6b12a608816d169f:0xd24a06cc89317a52!8m2!3d-33.8682645!4d151.2037785!16s%2Fg%2F12m8ysjv7!19sChIJnxZtgQimEmsRUnoxicwGStI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,77,A,2026-08-26T13:45:47.078Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,apac-anz,australia,sydney
"Breeze End Technology, LLC",Software company,https://breezendtechs.com/,info@breezendtechs.com,info@breezendtechs.com,Salone Goo,Zainab Koroma Co-Founder,+1 703-712-7808,"6383 Little River Turnpike, Alexandria, VA 22312, United States",https://www.linkedin.com/company/breezendtechs,https://www.facebook.com/breezendtech,https://www.instagram.com/breezendtech/,4.8,68,,,,tech companies in Alexandria,"https://www.google.com/maps/place/Breeze+End+Technology,+LLC/data=!4m7!3m6!1s0x89b7b325037f95b3:0x10f735a7e1bb6d21!8m2!3d38.8191313!4d-77.1502914!16s%2Fg%2F11fx_0l8ny!19sChIJs5V_AyWzt4kRIW274ac19xA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,unknown,76,A,2026-08-26T11:07:09.489Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design; digital-marketing; professional-services; mobile-apps; ai-ml; cloud-devops,ui-ux-design; digital-marketing; professional-services; mobile-apps; ai-ml; cloud-devops,,,false,0.55,web,middle-east,egypt,alexandria
ZAPTA Technologies,Software company,https://zaptatech.com/,contact@zaptatech.com,contact@zaptatech.com; example@xyz.com,,,+92 300 8542811,"144/2, near DHA Phase 4, Bankers Society Block B Bankers Town, Lahore, 54792, Pakistan",https://www.linkedin.com/company/zaptatech/mycompany/,https://www.facebook.com/zaptatech,https://www.instagram.com/zaptatech/,4.6,132,50 - 100,$25-$49/hr,"$1,000 - $10,000",IT companies in Lahore,https://www.google.com/maps/place/ZAPTA+Technologies/data=!4m7!3m6!1s0x39190501fd05bb51:0xd406c3a65f975cc9!8m2!3d31.4483113!4d74.3919686!16s%2Fg%2F11kcl_m2x1!19sChIJUbsF_QEFGTkRyVyXX6bDBtQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,76,A,2026-08-26T11:23:29.289Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,75,mid,false,0,rules,south-asia,pakistan,lahore
XFactr.AI | Software Development Company in Bangalore,Software company,https://xfactr.ai/?utm_source=gmb,hello@xfactr.ai,hello@xfactr.ai,Hulet Smith,"CEO, RehabMart.com",+91 80500 09811,"1st Floor, BuzzWorks, WTC Annexe, Dr Rajkumar Rd, Malleshwaram, Bengaluru, Karnataka 560055, India",https://www.linkedin.com/company/xfactrai/,https://www.facebook.com/share/1E6rv6MjRw/,https://www.instagram.com/xfactr_ai,4.8,53,,,,AI companies in Bangalore,https://www.google.com/maps/place/XFactr.AI+%7C+Software+Development+Company+in+Bangalore/data=!4m7!3m6!1s0x3bae3d2140aa378f:0x8e13b6feb6cd19a3!8m2!3d13.0148007!4d77.555919!16s%2Fg%2F11ld3z_c6q!19sChIJjzeqQCE9rjsRoxnNtv62E44?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,76,A,2026-08-26T11:34:32.883Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,,,false,0.7,rules,south-asia,india,bangalore
Gitex for computer systems & communication equipment software trading co llc,Information services,http://www.gitexsolutions.com/,sales@gitexsolutions.com,sales@gitexsolutions.com,,,+971 55 931 8591,"Musalla tower - 1703,17th Floor - Khalid Bin Al Waleed Rd - Bur dubai - Al Hamriya - Dubai - United Arab Emirates",https://www.linkedin.com/in/gitex-solutions,https://www.facebook.com/share/17x3yRFfv6/,https://www.instagram.com/gitexsolutionspl,5.0,148,,,,IT companies in Dubai,https://www.google.com/maps/place/Gitex+for+computer+systems+%26+communication+equipment+software+trading+co+llc/data=!4m7!3m6!1s0x3e5f43dd37e05b99:0x3cd8795b3bea4577!8m2!3d25.258005!4d55.2985011!16s%2Fg%2F11svdp6d_m!19sChIJmVvgN91DXz4Rd0XqO1t52Dw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,75,A,2026-08-26T10:14:03.230Z,2026-07-13T18:50:53.528+00:00,2026-07-13T18:50:53.528+00:00,erp-sap,erp-sap; hospitality-retail; mobile-apps; ui-ux-design; digital-marketing; professional-services; web-development; education-training; finance-insurance,hospitality-retail; mobile-apps; ui-ux-design; digital-marketing; professional-services; web-development; education-training; finance-insurance,,,false,0.7,web,middle-east,uae,dubai
