company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
Gerald Edelman,accountant,https://www.geraldedelman.com/,hello@geraldedelman.com,hello@geraldedelman.com,CARL LUNDBERG,Inspiring words from our CEO,,"73, Cornhill, London, EC3V 3QQ",https://www.linkedin.com/company/geraldedelman/,https://www.facebook.com/Gerald-Edelman-426784981051167/,https://www.instagram.com/geraldedelmanuk/,,,,,,general/London,https://www.openstreetmap.org/node/13034341104,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
C&C Solicitors,lawyer,https://www.cc-solicitors.co.uk,anton@cc-solicitors.co.uk,anton@cc-solicitors.co.uk,Emma Kelly,Creative Director,+44 20 8550 6732,"121b, Eastern Avenue",,,,,,,,,general/London,https://www.openstreetmap.org/node/13096442369,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Amphlett Lissmore,lawyer,https://www.qualitysolicitors.com/amphlettlissimore,enquiries@qualitysolicitors.com,enquiries@qualitysolicitors.com; press@qualitysolicitors.com; guy.welby.everard@westbrook.co.uk,Victoria Browning,Director,,,https://www.linkedin.com/company/QualitySolicitors,https://www.facebook.com/QualitySolicitors,,,,,,,general/London,https://www.openstreetmap.org/way/111213075,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Mangal Ocakbaşı,restaurant,http://www.mangal1.com/,lienhe.xoilacphongkham@gmail.com,lienhe.xoilacphongkham@gmail.com,Trần Ngọc Hùng,CEO,+44 20 7275 8981,"10, Arcola Street, London, E8 2DJ",,,,,,,,,general/London,https://www.openstreetmap.org/way/367522714,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Jivita Ayurveda,beauty,http://jivitaayurveda.com/,info@jivitaayurveda.com,info@jivitaayurveda.com,Anu Paavola,Ayurvedic Practitioner and Educator,,"89, Chamberlayne Road, London, NW10 3ND",https://www.linkedin.com/in/anu-paavola/,https://www.facebook.com/JivitaAyurveda,https://www.instagram.com/jivitaayurveda/,,,,,,general/London,https://www.openstreetmap.org/way/460379475,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Lincoln Watts & Leeding,lawyer,https://lwlsols.co.uk,info@lwlsols.co.uk,info@lwlsols.co.uk,Sarah Lincoln,Senior Partner,+442038713890,"4, Novar Road, London, SE9 2DN",,,,,,,,,general/London,https://www.openstreetmap.org/way/739093433,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
JCF Property Management,lawyer,https://jcfpropertymanagement.com/,info@jcfpropertymanagement.com,info@jcfpropertymanagement.com,Howard Nicholson,"Director, Head of Property Management",+44 20 8788 9700,"322, Upper Richmond Road, London, SW15 6TL",,,,,,,,,general/London,https://www.openstreetmap.org/way/1011068939,openstreetmap,normal_scraper,unknown,36,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,real-estate,real-estate; professional-services,professional-services,,,false,0.7999999999999999,rules,europe
PC hub,computer,https://mypchub.co.uk/,info@mypchub.co.uk,info@mypchub.co.uk,,,+44 20 8348 1377,,,,,,,,,,tech/London,https://www.openstreetmap.org/node/4691563252,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,web-development,web-development; data-analytics-bi,data-analytics-bi,,,false,0.7,web,europe
Razer London,computer,https://www.razer.com/razerstores/london,us.e.dl.razerslover@us.dsv.com,us.e.dl.razerslover@us.dsv.com; razerstore.lv@razer.com; razerstore.sf@razer.com,,,+44 20 8106 0411,"7, Charing Cross Road, London, WC2H 0NE",,https://www.facebook.com/razer,https://www.instagram.com/razer,,,,,,tech/London,https://www.openstreetmap.org/node/6258685165,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.55,web,europe
Tech Direct,computer,https://www.techdirectuk.com/,support@techdirectuk.com,support@techdirectuk.com; support@techdirect.com,,,+44 20 8743 0838,"138, Uxbridge Road, London",,https://www.facebook.com/shopify/,https://www.instagram.com/shopify/,,,,,,tech/London,https://www.openstreetmap.org/node/8665466479,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,,,,,,false,0,rules,europe
Pioneer Information Solutions Ltd.,computer,https://www.pioneeris.co.uk,info@www.pioneeris.co.uk,info@www.pioneeris.co.uk; info@pioneeris.co.uk,,,+44 20 8204 9628,"194, Honeypot Lane, Stanmore, HA7 1EE",,https://www.facebook.com/PioneerInformationSolutionsLtd/,,,,,,,tech/London,https://www.openstreetmap.org/node/9748794486,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:25:36.323Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.45,web,europe
Lil' Nashville,restaurant,https://www.lilnashville.co.uk/,info@lilnashville.co.uk,info@lilnashville.co.uk; example@mysite.com,,,+44 20 4619 8285,"11, Barley Mow Passage, London, W4 4PH",,https://www.facebook.com/lilnashvillebristol,https://www.instagram.com/lilnashvillebristol/,,,,,,general/London,https://www.openstreetmap.org/node/249573138,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Starbucks,cafe,https://www.starbucks.com/store-locator/store/89744/heathrow-bath-road-dt-9-bath-road-heathrow-eng-tw-6-2-aa-gb,press@starbucks.com,press@starbucks.com; pressemea@starbucks.com; investorrelations@starbucks.com; stories@starbucks.com,,,+44 20 8897 7938,"9, Bath Road, Hounslow, TW6 2AA",,https://facebook.com/starbucks,https://instagram.com/starbucks,,,,,,general/London,https://www.openstreetmap.org/node/249856001,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Holy Cow,restaurant,https://www.holycowonline.com/locations/limehouse-canary-wharf-indian-restaurant/,info@holycowonline.com,info@holycowonline.com; canarywharf@holycowonline.co.uk; restaurant@holycowonline.com; canarywharf@holycowonline.com,,,+44 20 7790 7688,"51, Narrow Street, London, E14 8DN",,https://www.facebook.com/holycowfineindianfood/,https://www.instagram.com/holycowfineindianfood/,,,,,,general/London,https://www.openstreetmap.org/node/259086195,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Tower House,restaurant,https://thisistowerhouse.com/,hello@thisistowerhouse.com,hello@thisistowerhouse.com; careers@thisistowerhouse.com; u003ehello@thisistowerhouse.com,,,+44 2046369696,"11, Bridge Street, Richmond, TW9 1TQ",,,https://www.instagram.com/thisistowerhouse/,,,,,,general/London,https://www.openstreetmap.org/node/264010823,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
No. Fifty Cheyne,restaurant,https://fiftycheyne.com/,info@fiftycheyne.com,info@fiftycheyne.com; events@fiftycheyne.com,,,+44 20 7376 8787,"50, Cheyne Walk, London",,https://www.facebook.com/people/No-Fifty-Cheyne/61560358722385/,https://www.instagram.com/50cheyne/,,,,,,general/London,https://www.openstreetmap.org/node/280835741,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Wagamama,restaurant,https://www.wagamama.com/restaurants/london/royal-festival-hall-southbank,press@wagamama.com,press@wagamama.com; noreply@wagamama.com; wagamama@allaboutfoodltd.com,,,+44 20 7021 0877,"Riverside Level, Royal Festival Hall, London, SE1 8XX",,https://www.facebook.com/wagamama,https://www.instagram.com/wagamama_uk/,,,,,,general/London,https://www.openstreetmap.org/node/290128614,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Yokoya,restaurant,https://yokoya.co.uk/,reservations@kaisekiyokoya.co.uk,reservations@kaisekiyokoya.co.uk; example@mysite.com,,,+44 20 7388 8595,"9A, Delancey Street, London",,,https://www.instagram.com/yokoyalondon/,,,,,,general/London,https://www.openstreetmap.org/node/294102721,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Gaucho,restaurant,https://gauchorestaurants.com/restaurants/tower-bridge/,info@gauchorestaurants.com,info@gauchorestaurants.com; enquiries@gauchorestaurants.com; towerbridge@gauchorestaurants.com,,,+44 20 7407 5222,"2, More London Riverside, London, SE1 2AP",,https://www.facebook.com/GauchoGroup/,https://instagram.com/gauchogroup,,,,,,general/London,https://www.openstreetmap.org/node/296615763,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Thai Square,restaurant,https://thaisq.com/restaurants/islington/,admin@thaisq.com,admin@thaisq.com; trafalgar@thaisq.com; putneybridge@thaisq.com; islington@thaisq.com,,,+44 20 7704 2000,"347-349, Upper Street, London, N1 0PD",,https://www.facebook.com/thaisquaregroup/,https://www.instagram.com/thaisquaregroup/,,,,,,general/London,https://www.openstreetmap.org/node/299615666,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Wright Brothers,restaurant,https://thewrightbrothers.co.uk/restaurant/south-kensington/,info@thewrightbrothers.co.uk,info@thewrightbrothers.co.uk; athome@thewrightbrothers.co.uk; borough@thewrightbrothers.co.uk,,,+44 20 7581 0131,"56, Old Brompton Road, London",,https://www.facebook.com/WrightBrosLTD,https://instagram.com/wrightbrosltd,,,,,,general/London,https://www.openstreetmap.org/node/300425811,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Holiday Inn London - Camden Lock,hotel,https://www.ihg.com/holidayinn/hotels/gb/en/london/loncl/hoteldetail,businessedgesupport@ihg.com,businessedgesupport@ihg.com; info@hicamdenlock.co.uk,,,+65 6823 5300,"75, Airport Boulevard, Singapore, 819664",,https://www.facebook.com/ihghotels,,,,,,,general/London,https://www.openstreetmap.org/node/300500875,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,southeast-asia
Frederick's,restaurant,https://www.fredericks.co.uk,andreea@fredericks.co.uk,andreea@fredericks.co.uk; dine@fredericks.co.uk,,,+44 20 7359 2888,"106, Islington High Street, London, N1 8EG",,https://www.facebook.com/fredericks.n1/,https://www.instagram.com/fredericks_n1,,,,,,general/London,https://www.openstreetmap.org/node/336108148,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Fuji,restaurant,https://www.fujirestaurant.co.uk/,you@email.com,you@email.com; hello@fujirestaurant.co.uk,,,+44 20 7254 6093,"15, Stoke Newington Church Street, London, N16 0NX",,,https://instagram.com/fujijapaneserestaurant,,,,,,general/London,https://www.openstreetmap.org/node/374318245,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Rosina,restaurant,https://rosinarestaurant.co.uk,bookings@rosinarestaurant.co.uk,bookings@rosinarestaurant.co.uk; work@rosinarestaurant.co.uk; reservationsbookings@rosinarestaurant.co.uk,,,+44 20 8672 5888,"35, Bellevue Road, London, SW17 7EF",,https://www.facebook.com/profile.php,https://www.instagram.com/rosina.restaurant/,,,,,,general/London,https://www.openstreetmap.org/node/385484286,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Zaika,restaurant,https://zaikaofkensington.com/,reservations@zaikaofkensington.com,reservations@zaikaofkensington.com; natalja@tamarindcollection.com,,,+44 20 7795 6533,"1, Kensington High Street, London, W8 5NP",,,https://www.instagram.com/zaikaofkensington/,,,,,,general/London,https://www.openstreetmap.org/node/391097392,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
STG Hotel Oxford Street,hotel,https://stghotel.com/,lbook@stghotel.com,lbook@stghotel.com; faqs@stghotel.com,,,+44 20 7300 3000,"12, Bedford Avenue, London, WC1B 3GH",,https://facebook.com/stgoxfordstreet,https://instagram.com/stghotel,,,,,,general/London,https://www.openstreetmap.org/node/413596123,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
TomTom Coffee House,cafe,https://www.tomtomcoffee.co.uk/coffee-house/,coffee@tomtomcoffee.co.uk,coffee@tomtomcoffee.co.uk; admin@tomtomcoffee.co.uk,,,+44 20 7730 1771,"114, Ebury Street, London, SW1W 9QD",,https://www.facebook.com/tomtomcoffeehouse/,https://www.instagram.com/tomtomcoffee/,,,,,,general/London,https://www.openstreetmap.org/node/443029946,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Saatchi Gallery Bar & Brasserie,restaurant,https://searcys.co.uk/venues/saatchi-gallery/saatchi-gallery-bar-brasserie/,searcys@thecollectionevents.com,searcys@thecollectionevents.com; club1847@searcys.co.uk; communications@searcys.co.uk,,,+44 20 3973 5980,"90, Duke of York Square, London, SW3 4LY",,https://www.facebook.com/SearcysLondon,https://www.instagram.com/searcyslondon/,,,,,,general/London,https://www.openstreetmap.org/node/443404546,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Comptoir Libanais,restaurant,https://www.comptoirlibanais.com/restaurants/chelsea,bath@comptoirlibanais.com,bath@comptoirlibanais.com; birmingham@comptoirlibanais.com; cheshireoaks@comptoirlibanais.com,,,+44 20 7657 1961,"53, Duke of York Square, London, SW3 4LY",,https://www.facebook.com/lecomptoirlibanais/,https://www.instagram.com/comptoirlibanais/,,,,,,general/London,https://www.openstreetmap.org/node/443404591,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Morchella,restaurant,https://www.morchelladining.co.uk/bookings,info@morchelladining.co.uk,info@morchelladining.co.uk; matthew@perilladining.co.uk; ben@perilladining.co.uk,,,+44 20 7916 0492,"Rosebery Avenue, London, EC1R 4QY",,,https://www.instagram.com/morchelladining,,,,,,general/London,https://www.openstreetmap.org/node/452445966,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
H.R. Higgins,cafe,https://www.hrhiggins.co.uk/,info@hrhiggins.co.uk,info@hrhiggins.co.uk; orders@hrhiggins.co.uk; enquiries@hrhiggins.co.uk,,,+44 20 7629 3913,"79, Duke Street, London, W1K 5AS",,https://www.facebook.com/H-R-Higgins-Coffee-man-Ltd-158585617545704/,https://www.instagram.com/hrhiggins/,,,,,,general/London,https://www.openstreetmap.org/node/462025234,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Claude Bosi at Bibendum,restaurant,https://claudebosi.com/,enquiries@claudebosi.com,enquiries@claudebosi.com; info@claudebosi.com; lucy@claudebosi.com,,,+44 20 7581 5817,"81, Fulham Road, London",,,https://www.instagram.com/josephinebouchon,,,,,,general/London,https://www.openstreetmap.org/node/469876261,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Made in Italy,restaurant,https://www.madeinitalygroup.co.uk/,madeinitaly@madeinitalygroup.eu,madeinitaly@madeinitalygroup.eu; krisha@madeinitalygroup.eu; info@lamiamamma.co.uk,,,+44 20 7352 1880,"249, King's Road",,https://www.facebook.com/madeinitalygrp/,https://www.instagram.com/madeinitalylondon/,,,,,,general/London,https://www.openstreetmap.org/node/498694201,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Simpson's-in-the-Strand,restaurant,https://www.simpsonsinthestrand.co.uk/,granddivanreservations@simpsonsinthestrand.co.uk,granddivanreservations@simpsonsinthestrand.co.uk; romanosreservations@simpsonsinthestrand.co.uk,,,+44 20 7836 9112,"100, Strand, London, WC2R 0EW",,,https://www.instagram.com/simpsons1828/,,,,,,general/London,https://www.openstreetmap.org/node/554138077,openstreetmap,normal_scraper,unknown,34,D,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
